,index,Unnamed: 0,sentence_id,words,labels
108,108,5893,1300,(,O
109,109,9235,2037,),O
110,110,15074,4593,Belaúnde,I-PER
111,111,14572,4319,San,B-LOC
112,112,15399,4729,Toro,I-PER
113,113,4950,1086,",",O
114,114,1505,338,Liyun,B-PER
115,115,11310,2555,Pueblo,B-LOC
116,116,7826,1724,Delft,O
117,117,8134,1795,Amaru,I-PER
118,118,8348,1842,.,O
119,119,13831,3838,Wiru,B-LOC
120,120,1111,253,Awya,B-ORG
121,121,4602,1014,.,O
122,122,9019,1990,Kay,O
123,123,17549,5458,Rusiya pa,B-LOC
124,124,11162,2478,Juan,I-LOC
125,125,8546,1882,',O
126,126,11356,2570,María,I-LOC
127,127,14769,4427,Punta,I-LOC
128,128,17071,5297,Tsuchi ya,I-PER
129,129,2894,646,Wasin,I-ORG
130,130,15024,4582,Yachay suntur pi,I-ORG
131,131,1294,293,",",O
132,132,15539,4778,Marie,I-PER
133,133,16523,5122,Juana,B-PER
134,134,11497,2629,distritu,I-LOC
135,135,12708,3174,distritu,I-LOC
136,136,1587,352,wasi,I-ORG
137,137,1286,292,Q 'awa,I-ORG
138,138,5878,1297,',O
139,139,16231,5031,Qispichiq,I-PER
140,140,11473,2618,distritu,I-LOC
141,141,3058,680,Palaeosuchu s,O
142,142,13890,3877,pruwinsya,I-LOC
143,143,4280,947,),O
144,144,9210,2032,Kupa,I-ORG
145,145,16227,5030,de,I-PER
146,146,7162,1582,Fernão,B-PER
147,147,4977,1091,.,O
148,148,5437,1194,Kupa,I-ORG
149,149,8925,1967,Pacha ntin,I-ORG
150,150,6871,1517,Aqupampa,B-LOC
151,151,4797,1054,.,O
152,152,11865,2787,distritu,I-LOC
153,153,7630,1679,ch 'unqa,I-LOC
154,154,10814,2382,'Obras,O
155,155,5737,1268,',O
156,156,13390,3544,Kawri,B-LOC
157,157,3056,680,',O
158,158,9761,2148,.,O
159,159,7118,1570,PUSAPUNA,O
160,160,17148,5324,Canes sa,I-PER
161,161,5418,1190,Suntur pa,I-ORG
162,162,9647,2126,Pacha ntin,I-ORG
163,163,1544,344,Yasuo,B-PER
164,164,321,78,Kupa,I-ORG
165,165,3782,845,Buliwya p,B-LOC
166,166,6936,1529,),I-ORG
167,167,7978,1758,clarinete,O
168,168,9162,2023,Askan ku,B-LOC
169,169,12142,2918,distritu,I-LOC
170,170,8084,1783,Simón,B-PER
171,171,11937,2820,Nipiña,B-LOC
172,172,8026,1769,Toribio,B-PER
173,173,1275,289,Marco,B-PER
174,174,6319,1391,y,I-PER
175,175,12093,2896,Anku,B-LOC
176,176,8942,1971,',O
177,177,7319,1618,Kupa,I-ORG
178,178,3239,720,Alberto,B-ORG
179,179,15656,4828,Georgia,B-PER
180,180,12466,3060,distritu,I-LOC
181,181,12549,3099,Uqaña,B-LOC
182,182,13145,3366,distritu,I-LOC
183,183,2512,555,Kupa,I-ORG
184,184,1930,422,(,O
185,185,860,196,Pacha ntin,I-ORG
186,186,7844,1728,mama,I-ORG
187,187,3632,810,suti chas qa,O
188,188,16459,5099,Lugone s,I-PER
189,189,4519,995,los,I-LOC
190,190,5826,1285,(,O
191,191,1372,309,.,O
192,192,4028,893,(,O
193,193,14369,4180,Bella vista,B-LOC
194,194,168,40,Beethoven,I-PER
195,195,11948,2825,distritu,I-LOC
196,196,2600,577,Gaius,B-PER
197,197,2850,635,Wasin,I-ORG
198,198,8308,1834,Kupa,I-ORG
199,199,12224,2951,Siwa s,I-LOC
200,200,16094,4984,Guadalupe,B-PER
201,201,16049,4967,Garcilaso,B-PER
202,202,5586,1232,Waraniyi,B-ORG
203,203,2647,587,Qhichwa,B-ORG
204,204,5709,1261,Kupa,I-ORG
205,205,10620,2341,dolce,O
206,206,9559,2108,PUSAPUNA,O
207,207,14448,4223,Salinas,I-LOC
208,208,3170,704,ñiqin pa,I-PER
209,209,1276,289,van,I-PER
210,210,4228,935,de,I-PER
211,211,15390,4726,Silva,I-PER
212,212,2734,608,suyu kuna,I-ORG
213,213,8121,1792,Buliwya p,B-LOC
214,214,461,110,llaqta,I-LOC
215,215,15127,4616,tayta,B-PER
216,216,16680,5167,Melchor,B-PER
217,217,14230,4093,El,B-LOC
218,218,9857,2169,Bárbara,I-LOC
219,219,11902,2804,distritu,I-LOC
220,220,15767,4871,y,I-PER
221,221,4043,896,Sucre,I-PER
222,222,4490,989,',O
223,223,16754,5193,Solano,I-PER
224,224,1948,426,Kupa,I-ORG
225,225,15689,4840,Oscar,I-PER
226,226,15885,4917,Rudolf,I-PER
227,227,3477,776,Kupa,I-ORG
228,228,10880,2397,Domingo,B-PER
229,229,11029,2428,Tuku,B-LOC
230,230,637,147,runa kuna p,I-ORG
231,231,7206,1592,1994,I-ORG
232,232,2286,504,pyramidali s,O
233,233,13589,3658,Quma s,B-LOC
234,234,10987,2418,pacha,I-ORG
235,235,3863,863,Arrheniu s,I-PER
236,236,6571,1447,sutin chas qa,O
237,237,8514,1876,San,B-LOC
238,238,1151,261,III,I-PER
239,239,16711,5176,Hernández,I-PER
240,240,13519,3617,Paraqas,B-LOC
241,241,9433,2083,",",O
242,242,17473,5410,walla,I-LOC
243,243,14908,4522,Marcelina cha,B-PER
244,244,861,197,PUSAPUNA,O
245,245,1059,240,Mendoza,I-PER
246,246,16414,5083,Vásquez,I-PER
247,247,132,31,Hayt 'ay,I-ORG
248,248,14833,4460,Carmen,B-LOC
249,249,17295,5368,Machu,B-LOC
250,250,3166,703,parki,I-ORG
251,251,10394,2293,',O
252,252,15083,4596,Hans,I-PER
253,253,10772,2374,.,O
254,254,10246,2259,(,O
255,255,16012,4955,Campuzano,I-PER
256,256,3577,798,.,O
257,257,482,114,Buliwya,I-ORG
258,258,3714,829,Esmeralda s,B-LOC
259,259,2269,501,Belanov,I-PER
260,260,17110,5309,Zarategui,I-PER
261,261,10592,2334,1998,I-ORG
262,262,14985,4574,Marka,I-ORG
263,263,15853,4905,Lissón,I-PER
264,264,10707,2359,Lima,I-LOC
265,265,6416,1414,Independencia,B-LOC
266,266,13008,3302,Surit 'i,B-LOC
267,267,13112,3351,distritu,I-LOC
268,268,16505,5114,Luján,B-PER
269,269,4901,1076,'Ochroma,O
270,270,3011,671,Liyun,B-PER
271,271,1105,251,raymi,I-ORG
272,272,8681,1909,),I-LOC
273,273,7056,1557,",",O
274,274,16057,4970,Genaro,B-PER
275,275,2002,437,',O
276,276,6724,1482,.,O
277,277,4365,965,Tuku,B-LOC
278,278,14208,4078,Tampu pata,B-LOC
279,279,7542,1661,Guzmán,I-PER
280,280,2003,437,.,O
281,281,6686,1474,Marku s,I-LOC
282,282,4494,990,kaynin,I-ORG
283,283,7163,1582,de,I-PER
284,284,2359,521,llaqtanqa,I-LOC
285,285,1429,322,Hayt 'ay,I-ORG
286,286,2629,584,.,O
287,287,5901,1302,',O
288,288,8339,1841,(,I-PER
289,289,14774,4429,distritu,I-LOC
290,290,956,217,Waldheim,I-PER
291,291,839,191,Usqhullu,B-LOC
292,292,6756,1490,Kupa,I-ORG
293,293,3558,793,),I-LOC
294,294,11819,2767,Pampa ruma s,B-LOC
295,295,12157,2925,distritu,I-LOC
296,296,21,5,Wang,B-PER
297,297,9745,2146,(,O
298,298,3491,779,',O
299,299,14182,4060,Kunta mana,B-LOC
300,300,17007,5277,Abrahamian,I-PER
301,301,16062,4972,Raymond,I-PER
302,302,11299,2550,distritu,I-LOC
303,303,4665,1024,purin,O
304,304,9032,1992,Kupa,I-ORG
305,305,12902,3253,Manuel,I-LOC
306,306,12599,3122,Uswa,B-LOC
307,307,13301,3481,Sall qa wasi,B-LOC
308,308,1481,332,Ismael,B-ORG
309,309,809,184,Kupa,I-ORG
310,310,1358,306,1.259,O
311,311,7047,1555,risirwa,I-ORG
312,312,3767,841,.,O
313,313,14746,4414,Sama,B-LOC
314,314,8252,1824,',O
315,315,7114,1568,Buena,B-LOC
316,316,7250,1601,Kupa,I-ORG
317,317,9638,2124,Araújo,I-PER
318,318,9890,2178,Tomás,I-PER
319,319,5529,1218,Hayt 'ay,I-ORG
320,320,2884,644,',O
321,321,13346,3506,Chukis,B-LOC
322,322,11338,2565,distritu,I-LOC
323,323,4372,967,Francesco,B-PER
324,324,4260,944,en,O
325,325,1056,240,Toribio,B-PER
326,326,1229,280,Kuntur,B-LOC
327,327,5603,1235,',O
328,328,16618,5147,Bellido,I-PER
329,329,16041,4963,García,I-PER
330,330,3304,734,de,I-PER
331,331,2485,549,pruwinsya,I-LOC
332,332,5298,1165,5,O
333,333,1841,402,Amirika,B-ORG
334,334,1762,387,",",O
335,335,16366,5070,de,I-PER
336,336,4029,893,5.99,O
337,337,8191,1810,Ichhu na,B-ORG
338,338,6176,1362,.,O
339,339,3327,738,hunt 'arqan,O
340,340,17196,5342,mama llaqta,I-LOC
341,341,290,70,llaqtapi,O
342,342,7783,1715,',O
343,343,5545,1221,von,I-PER
344,344,7426,1640,prestamo,O
345,345,1361,307,Chi,I-LOC
346,346,9796,2156,pruwinsya,I-LOC
347,347,6642,1465,Suntur,I-ORG
348,348,6442,1420,Yashin,I-PER
349,349,2880,643,Kayam pi,B-LOC
350,350,4455,983,(,O
351,351,15369,4720,Alexi s,I-PER
352,352,14883,4498,Teresa qa,B-PER
353,353,9601,2115,.,O
354,354,865,197,),I-LOC
355,355,8450,1861,Beni,B-ORG
356,356,9335,2059,Pacha ntin,I-ORG
357,357,10133,2236,llaqtam,O
358,358,10317,2276,',O
359,359,13433,3566,Inka,B-LOC
360,360,2174,479,parki,I-ORG
361,361,9670,2132,munisipyu,I-LOC
362,362,12174,2934,Alto,B-LOC
363,363,11021,2426,Butros - Ghali,I-PER
364,364,12405,3034,distritu,I-LOC
365,365,11220,2516,Apulu pampa,B-LOC
366,366,3987,885,.,O
367,367,11627,2681,Fitzcarrald,I-LOC
368,368,8654,1904,Intangible,O
369,369,9543,2104,risirwa,I-ORG
370,370,17439,5399,risirwa,I-LOC
371,371,10417,2298,.,O
372,372,9704,2139,Susyalismu man,B-ORG
373,373,7896,1740,Magdale na,B-LOC
374,374,12014,2859,distritu,I-LOC
375,375,11100,2444,),I-LOC
376,376,11891,2799,Wakaschuqi,B-LOC
377,377,7979,1758,',O
378,378,2918,651,cyanopte ra,O
379,379,4772,1048,',O
380,380,12363,3015,distritu,I-LOC
381,381,12710,3175,distritu,I-LOC
382,382,14667,4370,Pardo,B-LOC
383,383,3264,725,Atawallpata s,B-PER
384,384,15935,4934,Florencio,B-PER
385,385,17207,5346,wak 'a,I-LOC
386,386,9232,2037,Xianfan,I-PER
387,387,1136,259,Santu,B-LOC
388,388,10568,2330,Pachakutik,B-ORG
389,389,16866,5228,Paul,I-PER
390,390,15655,4827,Augustin,I-PER
391,391,7127,1572,ñawpa,I-ORG
392,392,3896,867,',O
393,393,801,182,qiwlla,I-LOC
394,394,9158,2021,),O
395,395,602,140,.,O
396,396,8794,1935,Tunshu,B-LOC
397,397,8203,1813,Pachakutiq,B-PER
398,398,8079,1782,Wik 'uñakuna,B-ORG
399,399,849,193,Hayt 'ay,I-ORG
400,400,10572,2331,Lumu,B-LOC
401,401,3400,756,Hayt 'ay,I-ORG
402,402,9268,2045,.,O
403,403,1725,379,',O
404,404,17184,5338,Mozart qa,I-PER
405,405,9420,2080,tiyan,O
406,406,2357,520,iskay,I-PER
407,407,13517,3616,Independencia,B-LOC
408,408,6360,1401,Rit 'i,B-PER
409,409,5374,1184,suyu,I-LOC
410,410,8612,1896,panakan,O
411,411,10083,2224,.,O
412,412,6746,1487,parki,I-ORG
413,413,1427,321,Runa llaqta,I-LOC
414,414,11400,2586,distritu,I-LOC
415,415,15502,4765,Tola,I-PER
416,416,1613,358,Andrés,B-PER
417,417,6405,1411,Rosales,I-ORG
418,418,10662,2349,.,O
419,419,14199,4069,Manu,B-LOC
420,420,12062,2881,distritu,I-LOC
421,421,2669,591,.,O
422,422,2599,576,London,B-LOC
423,423,3375,750,Kupa,I-ORG
424,424,5093,1115,Mana s,O
425,425,1924,421,kawsaq,O
426,426,6027,1328,Juan,I-LOC
427,427,13087,3339,Pichiwa,I-LOC
428,428,5139,1126,Tiwtin ku,B-LOC
429,429,7062,1558,',O
430,430,9637,2124,de,I-PER
431,431,14150,4041,Napu,B-LOC
432,432,6943,1531,munisipyu,I-LOC
433,433,3186,708,mama,I-ORG
434,434,16999,5275,de,I-PER
435,435,5319,1170,Piluta,B-ORG
436,436,501,118,),I-LOC
437,437,832,189,(,O
438,438,10875,2395,),O
439,439,6707,1478,',O
440,440,3325,738,Sunturninpim,I-ORG
441,441,15876,4914,Francescoli,I-PER
442,442,15896,4920,Santa,I-PER
443,443,17249,5357,Utishi,B-LOC
444,444,3135,698,',O
445,445,13506,3608,Naska,B-LOC
446,446,3419,761,suyu,I-LOC
447,447,7330,1621,',O
448,448,16488,5109,María,I-PER
449,449,2740,609,suyu,I-LOC
450,450,15794,4880,Plancarte,I-PER
451,451,2117,466,parki,I-ORG
452,452,12693,3167,Mata ra,B-LOC
453,453,9001,1985,(,I-LOC
454,454,1088,247,Antonio,B-PER
455,455,710,163,llaqta,I-ORG
456,456,12344,3006,distritu,I-LOC
457,457,5276,1160,chichiku,I-LOC
458,458,3959,879,22,O
459,459,9759,2148,Stéfano,I-PER
460,460,8522,1877,Ya chay,I-ORG
461,461,13417,3557,Buena ventura,I-LOC
462,462,10710,2360,Antonio,B-PER
463,463,11939,2821,Quyshqu,B-LOC
464,464,9453,2087,Wik 'uñakuna,B-ORG
465,465,9027,1991,Vulpe s,O
466,466,2219,490,Wilhelm,B-PER
467,467,5152,1129,Kupa,I-ORG
468,468,5328,1172,Kupa,I-ORG
469,469,1348,305,Kamasqa,O
470,470,7524,1658,Châtelie r,I-PER
471,471,11443,2607,Leymebamba,B-LOC
472,472,5583,1231,(,I-LOC
473,473,10539,2324,Montero,I-PER
474,474,4301,952,Johann,I-PER
475,475,5713,1262,quchuntinpaq mi,O
476,476,16312,5057,Solar,I-PER
477,477,8018,1767,PUSAPUNA,O
478,478,14382,4187,Ignacio,B-LOC
479,479,16721,5181,Neil,B-PER
480,480,13378,3536,Marqus,B-LOC
481,481,15983,4947,Córdoba,I-PER
482,482,1127,257,',O
483,483,12508,3079,distritu,I-LOC
484,484,15575,4792,Rodolfo,B-PER
485,485,12158,2926,Castilla,B-LOC
486,486,14391,4192,Sullana,B-LOC
487,487,4715,1035,Chunwa,B-ORG
488,488,3265,725,.,O
489,489,4714,1034,),O
490,490,163,39,peruvia na,O
491,491,9636,2124,Denílson,B-PER
492,492,9769,2150,María,I-PER
493,493,5186,1136,kawsay kuska,I-ORG
494,494,6607,1457,de,I-LOC
495,495,6856,1514,pruwinsya,I-LOC
496,496,5292,1164,Marco,B-PER
497,497,2966,661,* *,O
498,498,7404,1635,.,O
499,499,3615,807,.,O
500,500,7192,1589,Piemonte,B-LOC
501,501,7729,1703,.,O
502,502,6723,1482,München,I-ORG
503,503,13410,3554,Rupa,I-LOC
504,504,12209,2946,distritu,I-LOC
505,505,14973,4568,kach akuyta pas,I-ORG
506,506,13867,3861,Kañari s,B-LOC
507,507,9245,2039,),O
508,508,13330,3496,pruwinsya,I-LOC
509,509,11219,2515,pruwinsya,I-LOC
510,510,1300,294,Dichte r,O
511,511,16320,5059,Julián,I-PER
512,512,2243,495,suyu,I-LOC
513,513,11909,2807,distritu,I-LOC
514,514,6256,1379,(,O
515,515,16687,5169,Rosalba,I-PER
516,516,5560,1224,Umalliq mi,O
517,517,13011,3303,distritu,I-LOC
518,518,1401,316,',O
519,519,15126,4615,Ma mani,I-PER
520,520,14544,4303,Quri,I-LOC
521,521,3890,866,suti p,I-ORG
522,522,9070,2000,Yawyu,B-LOC
523,523,8321,1837,Pastasa,B-LOC
524,524,11403,2587,distritu,I-LOC
525,525,9893,2179,Griguryu,B-PER
526,526,12848,3233,Piria s,I-LOC
527,527,8042,1772,(,O
528,528,1273,289,.,O
529,529,13150,3369,Qullqi pata,B-LOC
530,530,10637,2344,y,I-PER
531,531,2474,547,6.025,O
532,532,7728,1703,& gt;,O
533,533,6255,1379,',O
534,534,12377,3022,Mejía,B-LOC
535,535,6941,1531,Puerto,B-LOC
536,536,14206,4076,Labirintu,B-LOC
537,537,13182,3385,Anqa ra,B-LOC
538,538,3157,702,Wanta r,B-LOC
539,539,14972,4568,kama yoq kuna,B-ORG
540,540,11732,2728,Comandante,B-LOC
541,541,9108,2010,distritu,I-LOC
542,542,9165,2023,Erinaceidae,O
543,543,15572,4790,Mayor,I-PER
544,544,3080,685,113,O
545,545,12460,3058,Juan,I-LOC
546,546,16109,4989,Bravo,I-PER
547,547,4466,986,suyupi,I-LOC
548,548,16018,4956,Pacheco,I-PER
549,549,9880,2175,Punu,B-LOC
550,550,11435,2603,Chiliquín,B-LOC
551,551,5710,1261,1998,I-ORG
552,552,17344,5378,llaqta,I-LOC
553,553,1,0,(,O
554,554,720,165,Qhichwa,B-ORG
555,555,1156,262,Román,I-PER
556,556,12304,2986,distritu,I-LOC
557,557,11953,2828,Kichi s,B-LOC
558,558,13671,3726,Panquwa,B-LOC
559,559,6883,1519,1888-1892,O
560,560,3993,887,.,O
561,561,9026,1991,',O
562,562,12499,3075,distritu,I-LOC
563,563,4306,953,',O
564,564,8095,1785,Duarte,I-PER
565,565,7700,1697,Pidru,I-LOC
566,566,15798,4882,Gonzalo,B-PER
567,567,16501,5112,Peña,I-PER
568,568,14715,4398,Kantarawi,B-LOC
569,569,4570,1006,Partidupi pas,I-ORG
570,570,7921,1746,Jérôme,B-PER
571,571,13160,3374,Kikiha na,B-LOC
572,572,3788,846,),O
573,573,14535,4296,Inampa ri,I-LOC
574,574,5432,1193,jame si,O
575,575,9735,2145,',O
576,576,1526,339,Domenico,B-PER
577,577,13415,3556,distritu,I-LOC
578,578,17353,5380,risirwa,I-LOC
579,579,8437,1858,.,O
580,580,4546,1001,qhapaq,I-ORG
581,581,10750,2370,Uma,B-PER
582,582,10070,2220,'Anas,O
583,583,9620,2121,Llaqta p,I-ORG
584,584,11214,2513,Lampalliqi,B-LOC
585,585,16624,5150,Luise,I-PER
586,586,11775,2747,Waras,B-LOC
587,587,7693,1695,Humphrey,B-PER
588,588,5786,1277,ñawra,I-ORG
589,589,9466,2089,llaqtam,O
590,590,13757,3783,Wasu,B-LOC
591,591,1443,324,",",O
592,592,16827,5217,Rafaela,I-PER
593,593,1737,382,Juan,B-ORG
594,594,10339,2281,Kupa,I-ORG
595,595,3141,699,Cipriano,B-PER
596,596,2711,604,Piluta,B-ORG
597,597,12969,3282,pruwinsya,I-LOC
598,598,3667,818,2,O
599,599,2902,648,Pampa,I-LOC
600,600,7950,1752,),O
601,601,9382,2072,parki,I-ORG
602,602,9311,2052,parki,I-ORG
603,603,16175,5013,Isaac,B-PER
604,604,5533,1219,Piluta,B-ORG
605,605,5434,1194,Piluta,B-ORG
606,606,182,45,pusapu na,O
607,607,10682,2354,',O
608,608,7768,1713,1962,O
609,609,10769,2373,Platini,I-PER
610,610,10556,2328,.,O
611,611,9566,2109,Wask aran,B-LOC
612,612,1542,343,.,O
613,613,1904,417,-,O
614,614,3022,672,),O
615,615,12960,3278,Yawyukan,B-LOC
616,616,1785,391,Qullqi,I-ORG
617,617,6395,1408,Indi hina,I-ORG
618,618,9325,2056,München,I-ORG
619,619,7641,1682,2002,I-ORG
620,620,8358,1845,",",O
621,621,16515,5118,Rubén,B-PER
622,622,6817,1505,suyu,I-LOC
623,623,13804,3821,Chuka,I-LOC
624,624,2101,462,Sunch 'upam pa,B-ORG
625,625,4695,1031,PUSAPUNA,O
626,626,8859,1951,.,O
627,627,11401,2587,La,B-LOC
628,628,11809,2762,Mach aqway,B-LOC
629,629,13887,3876,Kanta,B-LOC
630,630,605,141,Wasin,I-ORG
631,631,13838,3842,Chunkuya pi,B-LOC
632,632,1515,339,",",O
633,633,3430,764,Mollohuanca,I-PER
634,634,3623,809,Kasha marka,B-LOC
635,635,16987,5271,Sandro,B-PER
636,636,4290,949,),I-LOC
637,637,14814,4449,Ipariya,B-LOC
638,638,2024,443,.,O
639,639,10221,2254,Pacha ntin,I-ORG
640,640,8221,1817,.,O
641,641,1121,255,kamachiy,I-ORG
642,642,10454,2307,Chuqiyapu,B-LOC
643,643,10836,2385,Belanov,I-PER
644,644,6530,1438,gryphu s,O
645,645,7566,1666,Surutu,B-LOC
646,646,15862,4908,Khalifa,I-PER
647,647,8834,1945,',O
648,648,4510,993,Canseco,I-PER
649,649,4135,917,de,I-ORG
650,650,7721,1701,Pacha ntin,I-ORG
651,651,10024,2208,),I-LOC
652,652,9984,2199,Tukuy,B-ORG
653,653,667,154,),O
654,654,15813,4888,Eduardo,B-PER
655,655,9844,2167,Antonio,B-PER
656,656,1792,393,pinkuyllu,I-ORG
657,657,17150,5325,Luis wan,I-PER
658,658,9377,2071,Borussia,B-ORG
659,659,5425,1192,pruwinsya,I-LOC
660,660,8815,1940,(,O
661,661,990,225,rit 'i,I-LOC
662,662,7364,1627,Feira,I-ORG
663,663,14761,4424,Willa r,I-LOC
664,664,4266,945,sirinka,I-ORG
665,665,14893,4508,Carlos cha,B-PER
666,666,8412,1856,wari,I-ORG
667,667,6968,1538,Yupanki,I-PER
668,668,7397,1634,Andrew,B-PER
669,669,855,194,2006,I-ORG
670,670,16709,5175,Jugo,I-PER
671,671,3744,836,llaqta,I-ORG
672,672,2929,654,Juan,B-PER
673,673,11653,2693,distritu,I-LOC
674,674,12674,3159,San,B-LOC
675,675,13618,3678,Sapa llanka,B-LOC
676,676,2697,600,llaqtapi,O
677,677,3486,778,distritu,I-LOC
678,678,12965,3280,pruwinsya,I-LOC
679,679,3030,674,",",O
680,680,11012,2424,',O
681,681,94,23,Alma,O
682,682,5209,1142,mama,I-ORG
683,683,8100,1786,),I-LOC
684,684,7217,1595,Hayt 'ay,I-ORG
685,685,10155,2241,Gran,I-LOC
686,686,7125,1571,Velasco,I-PER
687,687,15011,4579,Sunturnin,I-ORG
688,688,14961,4562,Soraro,B-PER
689,689,1819,398,'Taraxacum,O
690,690,5473,1202,raymi,I-ORG
691,691,2079,456,ginecólogo,O
692,692,8330,1839,Zhelyu,B-PER
693,693,440,106,ruphay,I-ORG
694,694,17134,5319,De,I-PER
695,695,11760,2740,Pampa s,I-LOC
696,696,3425,763,Piluta,B-ORG
697,697,2642,585,parki,I-ORG
698,698,3320,738,Llaqta p,I-ORG
699,699,17188,5339,Torres,I-PER
700,700,3851,860,Hayt 'ay,I-ORG
701,701,3789,847,Carl,B-PER
702,702,10489,2315,Isiboro,B-ORG
703,703,5358,1180,Gerva si,I-LOC
704,704,9671,2133,Piluta,B-ORG
705,705,15008,4579,Federico,I-ORG
706,706,601,140,',O
707,707,10600,2337,Las,I-PER
708,708,6239,1376,Piray,B-LOC
709,709,14297,4137,Sullana,B-LOC
710,710,13379,3536,distritu,I-LOC
711,711,3334,740,Kupa,I-ORG
712,712,10898,2400,sutichay pa,O
713,713,2640,585,mama,I-ORG
714,714,13147,3367,distritu,I-LOC
715,715,9035,1993,",",O
716,716,16305,5056,José,B-PER
717,717,11989,2847,Awankay,B-LOC
718,718,9030,1991,',O
719,719,4845,1066,.,O
720,720,7283,1610,.,O
721,721,10529,2322,Pacha ntin,I-ORG
722,722,7977,1758,para,O
723,723,9816,2160,',O
724,724,11966,2835,distritu,I-LOC
725,725,10087,2224,',O
726,726,4106,912,Siwar,B-LOC
727,727,6363,1401,),O
728,728,13985,3942,Ricardo,B-LOC
729,729,8223,1818,Huñu,I-ORG
730,730,9314,2053,Sall qa,I-ORG
731,731,10974,2415,),O
732,732,14273,4120,Chaw pi marka,B-LOC
